Package,Function,Parameter,Parameter Doc,Sink,Unusual,PR,Comments,Determined By
on-finished,onFinished,listener,,CodeInjection,,,,
oneblog,createApp,basePath,,ReflectedXss,yes,,,param+func
open-data-registry-browser,managedByRenderer,str,,TaintedPath,,,,
openapi-mock-express-middleware,createMockMiddleware,spec,,TaintedPath,,,,
openapi-workspaces,parseOpenAPIFromRepoWithSourcemap,branch,,CommandInjection,,,,
openjtalk,talk,str,,CommandInjection,,,,
opensearch-dashboards,createDefault,repoRoot,,TaintedPath,,,,
opensearch-dashboards,getUniqueJunitReportPath,counter,,TaintedPath,,,,
opentype.js,load,url,,TaintedPath,,,,
opentype.js,load,url,"The URL of the font to load.
",TaintedPath,,,,
opentype.js,loadSync,url,,TaintedPath,,,,
opentype.js,loadSync,url,"The URL of the font to load.
",TaintedPath,,,,
order-api,handler,headers,,CodeInjection,yes,,DVSA,param+func
orientation,requestAnimFrame,callback,,CodeInjection,,,,
orientjs,createCommand,name,"The name of the command.
",TaintedPath,,,,
orm,use,proto,,TaintedPath,,,,
os-fonts,getFontsInDirectory,dir,"The directory to read
",TaintedPath,,,,
os-service,add,name,,TaintedPath,,,,
osx-app-version,osx-app-version,app,,TaintedPath,,,,
outpipe,outpipe,str,,TaintedPath,no,,user expected this to output to a file,func+README
p4-oo,login,username,"The username
",CommandInjection,,,,
p4-oo,runCommand,args,"The arguments for the command
",CommandInjection,,,,
p4-oo,submit,desc,"The changelist description
",CommandInjection,yes,,,param+func+param doc
pa11y,pa11y,url,"The URL to run tests against.
",TaintedPath,no,,it runs accessibility tests on a web page,param+param doc
package-lookup,resolveDir,dir,,TaintedPath,,,,
package-store,read,storePath,,TaintedPath,,,,
packages-parser,parseFile,path,,TaintedPath,,,,
pacscan,flatSyncFunction,pacscanPath,,TaintedPath,,,,
page,use,route,,TaintedPath,,,,
pagemaki,getTemplate,name,"[description]
",TaintedPath,,,,
pandora,backupLog,file,,TaintedPath,no,,,param
pandora,getStructureViaNewProcess,appDir,,TaintedPath,,,,
pandora-dollar,template,str,,CodeInjection,,,,
pandora.js,template,str,,CodeInjection,,,,
paperclip,call,path,,CodeInjection,,,,
paperclip,get,path,,CodeInjection,yes,,example code (archived),
paperclip,set,path,,CodeInjection,yes,,example code (archived),
paperclip,watchProperty,path,,CodeInjection,,,,
paperspace-node,create,workspace,,TaintedPath,,,,
parallel-wm,forkWorkers,path,,CommandInjection,,,,
partial-js,lambda,str,,CodeInjection,,,,
pastebin-js,createPasteFromFile,filename,,TaintedPath,,,,
pastebin-js,createPasteFromFile,filename,"Location of the filename
",TaintedPath,,,,
path-exists,path-exists,fp,,TaintedPath,,,,
patron,RequireAllSync,dir,,TaintedPath,,,,
patron,registerArgumentPreconditions,conditions,,TaintedPath,,,,
patron,registerCommands,commands,,TaintedPath,,,,
patron,registerPostconditions,conditions,,TaintedPath,,,,
pcjs,loadMap,sMapFile,,TaintedPath,no,,,param+func
pdf-officegen,createDocument,wordFile,,TaintedPath,no,,,param+func
pdf2html,meta,filePath,,CommandInjection,,,,
pdf2html,thumbnail,filePath,,CommandInjection,,,,
peerdb,put,value,,TaintedPath,yes,,abandoned project,
peersocial,serve,req,,TaintedPath,,,,
periodicjs,create,options,,TaintedPath,,,,
periodicjs,init,options,,TaintedPath,,,,
periodicjs.core.utilities,async_run_cmd,cmd,"shell command
",CommandInjection,,,,
photoshop,execute,script,,CodeInjection,,,,
pi-spi,initialize,dev,,TaintedPath,,,,
pi-utils,setCreds,ssid,"SSID of the network to connect to
",CommandInjection,yes,,,param+func+param doc
picotts,say,lang,,CommandInjection,yes,,,
picotts,say,text,,CommandInjection,yes,,,
pify,value,callback,,CodeInjection,no,,,
pine-project,loadPineFile,input,,TaintedPath,,,,
pino,installTransportModule,target,,TaintedPath,no,,,
pinus,getSysRemotePath,role,,TaintedPath,,,,
pinus,loadConfig,val,"environment value
",TaintedPath,,,,
pinus,loadConfigBaseApp,val,"environment value
",TaintedPath,,,,
pinus,ping,host,,CommandInjection,,,,
pipeline_utils,rmdir,dir,,CommandInjection,,,,
pixel-getter,get,url,,TaintedPath,,,,
pk-lib-cfgapi,readCfg,app,,TaintedPath,,,,
pk-lib-cfgapi,readCfgSync,app,,TaintedPath,,,,
pk-lib-cfgapi,writeCfg,app,,TaintedPath,,,,
pk-lib-cfgapi,writeCfgSync,app,,TaintedPath,,,,
pk-lib-cfgapi,writeCfgSync,name,,TaintedPath,,,,
plato,inspect,outputDir,,TaintedPath,,,,
playt,download,title,,TaintedPath,,,,
playt,download,url,,CommandInjection,yes,https://github.com/BiswaViraj/playt/pull/4,executes the command to play downloaded song in the terminal,param+func
pln,startup,sessionsPath,,TaintedPath,,,,
plugcore,getStats,filePath,,TaintedPath,no,,,param+func
pm2,_startJson,file,,CodeInjection,,,,
pm2,actionFromJson,file,"file
",CodeInjection,,,,
pm2,pm2,bytes,,TaintedPath,,,,
pm2,run,cmd,,CodeInjection,,,,
pm2,run,cmd,,TaintedPath,,,,
pm2,start,cmd,,CodeInjection,,,,
pm2,start,cmd,,TaintedPath,,,,
pm25,_startJson,file,,CodeInjection,,,,
pm25,actionFromJson,file,"file
",CodeInjection,,,,
pm25,start,cmd,"script to start or json
",CodeInjection,,,,
png-diff,outputDiff,destPath,,TaintedPath,,,,
pnpm-shrinkwrap,pnpm-shrinkwrap,pkgPath,,TaintedPath,no,,,param
polix,addPlugins,plugin,,TaintedPath,,,,
pomelo,use,components,,TaintedPath,,,,
pont-engine,generateFiles,dir,,TaintedPath,,,,
portal-env,checkEnvironment,envName,,TaintedPath,,,,
portal-env,sanityCheckDir,dirName,,TaintedPath,,,,
portal-ui,setTheme,version,,TaintedPath,,,,
portfinder,getSocket,path,,TaintedPath,no,,,param
poser,poser,type,,CodeInjection,,,,
positron,register,provider,,TaintedPath,,,,
positron,resolveProvider,provider,,TaintedPath,,,,
postcss-discard-overridden,exec,input,,TaintedPath,,,,
postcss-import,postcss-import,id,,TaintedPath,,,,
postcss-loader,astLoader,content,,CodeInjection,,,,
postcss-loader,default,content,,CodeInjection,,,,
postcss-loader,loadConfig,config,,TaintedPath,,,,
postcss-loader,loader,content,,CodeInjection,no,,"controlled by an ""execute"" flag",
postgraphile,setBody,body,,ReflectedXss,no,,,param+func
posthtml-hint,posthtml-hint,options,,TaintedPath,,,,
pow-mongoose-fixtures,load,data,,TaintedPath,no,,doc comment explains that this can be a path,
powerline-phonegap-ionic,deserialize,value,,CodeInjection,yes,,code injection when deserializing JSON,param+func
ppspider,deserializeFromString,str,,CodeInjection,yes,,,param+func
ppspider,downloadImg,saveDir,"图片保存目录
",TaintedPath,no,,,param+func
pquire,pquire,pth,,TaintedPath,,,,
pre-push,exec,bin,"Binary that needs to be executed
",CommandInjection,no,,,param+param doc
preprocess,preprocessFile,destFile,,TaintedPath,no,,,param+func
preprocessor,evaluate,expr,"Expression to evaluate
",CodeInjection,no,,,
process,runTimeout,fun,,CodeInjection,,,,
process-promises,execFile,file,,CommandInjection,,,,
process-watcher,removeIfNotRunning,pid,,TaintedPath,yes,,archived,param+func
productionline,checkModuleVersion,moduleName,,CommandInjection,,,,
project-watchtower,getBuildConfig,root,,TaintedPath,,,,
promise-polyfill,_immediateFn,fn,,CodeInjection,no,,,
promise-spawner,promise_spawn,command,,CommandInjection,no,,,param
proofable,verifyTrieWithSortedKeyValues,dotGraphOutputPath,"Graphviz Dot Graph output file path. Default: `undefined` (don't
output)",TaintedPath,,,,
properties,properties,data,,TaintedPath,,,,
proton-bundler,bash,cli,,CommandInjection,,,,
protos,loadDriver,driver,Driver to load,TaintedPath,,,,
protos,loadStorage,storage,Storage to load,TaintedPath,no,,,param+func+param doc
protractor,compileFileClient,filename,,TaintedPath,,,,
prpl-server,makeHandler,root,,TaintedPath,,,,
ps-visitor,getSignalRaw,signal,,CommandInjection,yes,,explained in the doc: shell command is used,param+func
ps-visitor,kill,signal,,CommandInjection,yes,,run the kill command,param+func
ps-visitor,ps,extra,,CommandInjection,,,,
pshell,spawn,exec,,CommandInjection,,,,
pstream-json,parseFileAsStream,fileName,,TaintedPath,,,,
pug,compileFileClient,filename,,TaintedPath,,,,
pug,testSingle,suffix,,TaintedPath,,,,
pug,testSingle,test,,TaintedPath,,,,
pug-html-loader,pug-html-loader,source,,CodeInjection,yes,,pug is a template engine,param+func
pug-lint,checkDirectory,directoryPath,,TaintedPath,no,,,param+func
pug-plain-loader,pug-plain-loader,source,,CodeInjection,,,,
pug-runtime,wrap,template,,CodeInjection,,,,
pugify,pugify,file,,TaintedPath,,,,
pull-stream,_flush,callback,,CodeInjection,no,,,
pull-stream,_transform,callback,,CodeInjection,no,,,
pull-stream,_write,callback,,CodeInjection,no,,,
punch,createStructure,template_path,,CommandInjection,,,,
punch,readConfigFile,config_path,,TaintedPath,,,,
purelog-theme-ghost,render,type,,TaintedPath,,,,
purelog-theme-hyde,render,type,,TaintedPath,,,,
pwabuilder-lib,getPackageInformation,packageName,,TaintedPath,,,,
pwabuilder-lib,getPlatformPackageInfo,id,,TaintedPath,,,,
pwabuilder-lib,installPackage,packageName,,TaintedPath,yes,,archived,param+func
pwabuilder-lib,loadPlatforms,config,,TaintedPath,,,,
python-enum,Enum,name,,CodeInjection,,,,
python-enum,default,name,,CodeInjection,,,,
q,enqueue,callback,,CodeInjection,no,,,
q-fs,link,target,,TaintedPath,no,,,
q-fs,symbolicCopy,target,,TaintedPath,no,,,
q-fs,symbolicLink,relative,,TaintedPath,,,,
q-fs,symbolicLink,target,,TaintedPath,no,,,
qejs,compile,str,,CodeInjection,,,,
qejs,render,str,,CodeInjection,,,,
qibl,derive,className,,CodeInjection,,,,
qibl,getProp,path,,CodeInjection,,,,
qibl,retry,func,,CodeInjection,,,,
ql.io-engine,serialize,content,,CodeInjection,,,,
qpp-measures-data,getMeasuresData,performanceYear,,TaintedPath,,,,
quark.io,quark.io,config,,TaintedPath,,,,
queuelite,consumeMessage,messageId,,TaintedPath,,,,
quibble,quibble,request,,TaintedPath,,,,
quick-tmp,getName,prefix,,TaintedPath,,,,
quickthumb,static,root,,TaintedPath,,,,
quilljs-renderer,loadFormat,format,,TaintedPath,,,,
r2pipe,syscmdj,command,,CommandInjection,no,,,param
r3alb0t,openJSON,JSONFile,,TaintedPath,,,,
ractive-express,getComponent,component_name,,TaintedPath,,,,
ractive-render,use,loader,,TaintedPath,,,,
razzle-dev-utils,resolveRequest,req,,TaintedPath,,,,
rc-util,raf,callback,,CodeInjection,no,,,
rc-util,requestAnimationFrame,callback,,CodeInjection,no,,,
rd,eachDirSync,dir,,TaintedPath,,,,
react,nextTick,callback,,CodeInjection,no,,,
react,setImmediate,callback,,CodeInjection,no,,,
react-app-alias,configFilePathSafe,configPath,,TaintedPath,,,,
react-bootstrap,copyTypes,dest,,CommandInjection,,,,
react-dev-utils,formatter,file,,TaintedPath,,,,
react-dev-utils,requestAnimationFrame,func,,CodeInjection,no,,,
react-dnd-documentation,handleJsExample,results,,TaintedPath,,,,
react-dom,nextTick,callback,,CodeInjection,no,,,
react-dom,setImmediate,callback,,CodeInjection,no,,,
react-hot-loader,copy,source,,TaintedPath,no,,,
react-hot-loader,copy,target,,TaintedPath,no,,,
react-hot-loader,copyFile,source,,TaintedPath,no,,,
react-input-range,fork,path,,CommandInjection,,,,
react-jade,compileFile,filename,,TaintedPath,no,,,param+func
react-native,requestAnimationFrame,callback,,CodeInjection,no,,,
react-native-code-push,launchInstalledApplication,appId,,CommandInjection,yes,,in test code,param+func
react-native-code-push,restartApplication,appId,,CommandInjection,,,,
react-native-test-app,getAppName,packagePath,,TaintedPath,,,,
react-nebo15-validate,updateTemplate,message,,CodeInjection,,,,
react-router-config-loader,react-router-config-loader,source,,CodeInjection,,,,
react-toastify,collapseToast,done,,CodeInjection,,,,
react-transition-group,requestAnimationFrame,callback,,CodeInjection,no,,,
react-viewport-utils,requestAnimationFrame,callback,,CodeInjection,no,,,
react_ujs,react_ujs,className,,CodeInjection,yes,,not sure how to fix,param+func
react_ujs,serverRender,componentName,,CodeInjection,,,,
read-config-file,loadParentConfig,spec,,TaintedPath,,,,
read-file-relative,read,relativePath,,TaintedPath,no,,,param+func
read-ini-file,sync,fp,,TaintedPath,,,,
read-torrent,readTorrent,url,,TaintedPath,,,,
readable-stream,_write,done,,CodeInjection,no,,,
readable-stream,fork,path,,CommandInjection,yes,,false positive; this isn't in readable-stream but in isexe,
readable-stream,nextTick,fn,,CodeInjection,no,,,
readable-stream,processFile,out,,TaintedPath,no,,,
readable-stream,setImmediate,callback,,CodeInjection,no,,,
readable-stream-build,processFile,out,,TaintedPath,no,,,
readdir,readSync,basePath,,TaintedPath,,,,
readium-shared-js,exec,text,the text to execute/evaluate.,CodeInjection,,,,
readline-sync,limit,value,,TaintedPath,,,,
realize-package-specifier,realize-package-specifier,where,,TaintedPath,,,,
reblaze,reblaze,fn,,CodeInjection,,,,
recur-fs,mvSync,destination,,TaintedPath,,,,
red-lotus-dom-server,render,container,,TaintedPath,no,,,func+README
redocx,render,filePath,,CommandInjection,,,,
redux-schema,model,name,,CodeInjection,yes,,,param+func
reform,load,id,,TaintedPath,,,,
registry-static,defaults,index,,TaintedPath,,,,
rekord,dynamic,className,,CodeInjection,,,,
rekord,dynamic,code,,CodeInjection,no,,,param
relaxedjs,masterToPDF,outputPath,,TaintedPath,,,,
rematch-cli,init,projectName,,TaintedPath,,,,
remote-merge,applyPackage,originalDir,,TaintedPath,,,,
remote-merge,save,filePath,,TaintedPath,,,,
remotedev-utils,evalAction,action,,CodeInjection,no,,,
remotedev-utils,evalMethod,action,,CodeInjection,no,,,
removeNPMAbsolutePaths,removeNPMAbsolutePaths,filePath,,TaintedPath,no,,"named ""AbsolutePaths"" but is tainted",func
replacejs,key,key,,CodeInjection,yes,,,param+func
replpad,wrap,request,,TaintedPath,,,,
report,createCell,value,,CodeInjection,yes,,,param+func
report,setValue,value,,CodeInjection,yes,,"duplicate of the flow in jexcel.js, which is vendored in this project",
request-capture-har,saveHar,fileName,,TaintedPath,,,,
request-har-capture,saveHar,fileName,,TaintedPath,no,,,param+func
request-prom,postFile,file,"the full path to the file or a stream.Readable.
",TaintedPath,,,,
require-all,requireAll,options,,TaintedPath,no,,,
require-analyzer,findModulesDir,target,,TaintedPath,no,,,
require-analyzer,findNextDir,target,,TaintedPath,no,,,
require-from-web,require-from-web,code,,CodeInjection,,,,
require_optional,find_package_json,location,,TaintedPath,,,,
requirejs,exec,text,the text to execute/evaluate.,CodeInjection,,,,
requirejs,nextTick,fn,,CodeInjection,no,,,
resfet-dashboard,applyConfig,configPath,,TaintedPath,,,,
reskript,resolve,id,,TaintedPath,,,,
reskript,run,file,,TaintedPath,,,,
reskript,run,outDirectory,,TaintedPath,,,,
resolve-link-target,getLinkTarget,linkPath,,TaintedPath,,,,
restify,compare,handler,,TaintedPath,,,,
restify,fire,handler,,TaintedPath,,,,
restore,authorize,username,,TaintedPath,,,,
restore,delete,username,,TaintedPath,,,,
restore,get,username,,TaintedPath,,,,
restore,permissions,username,,TaintedPath,,,,
restore,put,username,,TaintedPath,,,,
resurfaceio-logger,HttpRules,rules,,TaintedPath,,,,
resxclone,readXml,name,,TaintedPath,,,,
revai-node-sdk,submitJobLocalFile,filepath,"Path to local file to be transcribed. Assumes the process has access to read this file.
",TaintedPath,,,,
rewrite-module,rewrite-module,data,,CodeInjection,,,,
rex-exec,rex-exec,dir,,CommandInjection,,,,
ribs,to,params,"Parameters.
",TaintedPath,,,,
rimraf,fill,depth,,TaintedPath,yes,,in test code,
rimraf,fill,target,,TaintedPath,no,,,
rimtrans,saveXML,path,,TaintedPath,,,,
ringpop,bootstrap,opts,,TaintedPath,,,,
rnx-kit,checkForDuplicatePackagesInFile,sourceMap,,TaintedPath,,,,
rnx-kit,goTask,name,"Path to the Go program file. Relative paths are resolved to the current package's ""bin"" directory.
",CommandInjection,,,,
rnx-kit,readPackage,pkgPath,,TaintedPath,,,,
rockyou,passwordList,size,,TaintedPath,,,,
roggy,roggy,input,,TaintedPath,,,,
rollup-plugin-eslint,eslint,options,,TaintedPath,,,,
rollup-plugin-merge,rollup-plugin-merge,input,,TaintedPath,,,,
root,determineGoModuleName,dir,,TaintedPath,,,,
root,evalInContext,expression,,CodeInjection,no,,,param+func
root,getFileCommitDate,file,,CommandInjection,,,,
rootpath,rootpath,filePath,,TaintedPath,,,,
routing-controllers,handleError,error,,ReflectedXss,yes,,seems to be FP (input will be checked before responding),param+func
roy,compileNodeWithEnvToJsAST,value,,CodeInjection,,,,
rsa-cracking,attack,keysDir,,TaintedPath,,,,
rtcmulticonnection-server,getValues,config,,TaintedPath,,,,
rttc,parse,value,,CodeInjection,,,,
rust,rust,args,,TaintedPath,,,,
rust,rust,config,,TaintedPath,,,,
safe-eval,safeEval,code,,CodeInjection,,,,
safe-execa,sync,file,,CommandInjection,,,,
safe-mkdir,mkdir,path,,TaintedPath,,,,
safe-publish-latest,getLatestError,name,,CommandInjection,,,,
safeps,isExecutable,path,"path to test
",CommandInjection,yes,https://github.com/bevry/safeps/pull/163,"when asking whether a file is executable it's not unreasonable to run it, but it's run using exec, not execFile",
safeps,isExecutableSync,path,"path to test
",CommandInjection,yes,,,
safer-eval,runInContext,code,"a string containing javascript code
",CodeInjection,,,,
safer-eval,saferEval,code,"a string containing javascript code
",CodeInjection,,,,
salient,load,vocabFile,,TaintedPath,,,,
salto-io,replaceContents,filename,,TaintedPath,,,,
sand-grain,init,config,"the config object or path to the config file
",TaintedPath,,,,
sand-grain,loadConfig,config,the config object or path to the config file,TaintedPath,,,,
sass-lint,format,options,,TaintedPath,,,,
sass-lint,outputResults,options,,TaintedPath,,,,
scaffolt,destroyFile,path,,TaintedPath,,,,
scaffolt,scaffoldFile,base,,CodeInjection,yes,,archived,
scaffolt,scaffoldFile,parentPath,,CodeInjection,,,,
scalra,scalra,version,,TaintedPath,,,,
scatter,load,name,,TaintedPath,,,,
schem,check,str,,TaintedPath,,,,
schem,fromdir,start,,TaintedPath,,,,
schem,schem,start,,TaintedPath,yes,,,param+func
schem,walk,start,,TaintedPath,,,,
scoped-bulk,bulk,dirname,,TaintedPath,,,,
scoped-bulk,bulk,namespace,,TaintedPath,,,,
scp2,scp,src,,TaintedPath,,,,
scripts,formatFiles,path,,CommandInjection,yes,https://github.com/remirror/remirror/pull/1917,,
scroungejs,copy,filepathin,,TaintedPath,,,,
scroungejs,getarrastype,type,,TaintedPath,yes,,`type` is the file extension,param+func
scroungejs,getastype,type,,TaintedPath,yes,,explained only in code comment: `type` is the file extension,param+func
scroungejs,persistrootcachemapfile,rootname,,TaintedPath,,,,
scroungejs,writesilent,filepath,,TaintedPath,,,,
scxml,analyze,docUrl,,TaintedPath,,,,
scxml,documentStringToModel,url,"The url of the scxml document
",TaintedPath,,,,
scxml,get,path,,TaintedPath,,,,
scxml,getResource,url,,TaintedPath,,,,
scxml,pathToModel,url,"file system path of the SCXML document to retrieve and convert to a model
",TaintedPath,,,,
second-bundler,getStyles,moduleRoot,,TaintedPath,,,,
selenium-assistant,downloadLocalBrowser,release,"The release channel of the browser. Can be
'stable', 'beta' or 'unstable'
",TaintedPath,yes,,`release` is used for filename of the downloaded browser (FP: `release` is validated),param+func+param doc
selenium-download,ensure,binPath,,TaintedPath,no,,,param
self_ref,requestAnimationFrame,func,,CodeInjection,no,,,
selfbot,createProfile,id,,TaintedPath,yes,,create profile (file) given with id as name (archived),param+func
selleck,getMetadata,type,,TaintedPath,,,,
semantic-ui-react,evalValue,value,,CodeInjection,no,,,
send-data,send,body,,ReflectedXss,no,,,param+func
send-data,send,opts,,ReflectedXss,no,,shown in README: `opts` can be a str (i.e. the body) a object (with a `body` attribute),func+README
sendemail,compile_template,type,"the file type
",TaintedPath,,,,
sensorjs,discoverThingsOnNetwork,networkName,,TaintedPath,,,,
sensorjs,getSensorProperties,model,,TaintedPath,yes,https://github.com/daliworks/sensorjs/pull/6,read sensor driver from model,param+func
sequelize-cmd,addModel,options,"additional options such as associations, instances methods. Only available when API is used.
",TaintedPath,yes,,options is not specified to be used as a path (although we know the API generates a model),param+func+param doc
serialport-lite,write,speed,,CommandInjection,,,,
serve-marked,serveMarked,markdown,,ReflectedXss,yes,https://github.com/amio/serve-marked/pull/5,serve markdown file (possibly FP: no request data passed to `markdown`),param+func
servedir,servedir,root,,ReflectedXss,yes,,,param+func
serverless-aws-static-file-handler,readStreamAsResponse,stream,,CodeInjection,yes,,,
serverless-node-mailer,notifier,subject,,CodeInjection,,,,
serverless-plugin-composed-vars,findFileExtension,fileName,"The path and file name, excluding extension",TaintedPath,,,,
serverless-plugin-composed-vars,processCustomVariables,stage,,TaintedPath,,,,
serverless-rust,localBuild,binary,,TaintedPath,,,,
serverless-slackbot,load,skillsPath,,TaintedPath,,,,
serverless-telegram,startDevServer,projectOrFunctionDirOrHandlerPath,,TaintedPath,,,,
setimmediate,setImmediate,callback,,CodeInjection,no,,,
sey,initFile,file,,TaintedPath,,,,
sfb-skill-package,ABCDebugger,projectPathArg,,TaintedPath,,,,
sfb-skill-package,APLHelper,locale,,TaintedPath,,,,
sfb-skill-package,AdvancedAPLExtension,locale,,TaintedPath,,,,
sfb-skill-package,AlexaAPLExtension,locale,,TaintedPath,,,,
sfb-skill-package,AlexaMonetizationExtension,locale,,TaintedPath,,,,
sfb-skill-package,CoreExtensionLoader,locale,,TaintedPath,,,,
sfb-skill-package,createLocalizationExtension,contentSource,,TaintedPath,,,,
sfb-skill-package,getAplCommandsFilePath,locale,,TaintedPath,,,,
sfb-skill-package,getAplTemplatesFilePath,locale,,TaintedPath,no,,,func
sfmc-heroku-async-communication,scp,dest,,TaintedPath,no,,,param+func
sha,getSync,file,,TaintedPath,no,,,param+func
sharp11,import,filename,,TaintedPath,,,,
shell-utils,execAsyncRead,command,,CommandInjection,,,,
shell-utils,kill,process,,CommandInjection,yes,,,param+func
shell-utils,which,what,,CommandInjection,yes,,,param+func
shelljs,_ln,source,,TaintedPath,no,,,
shelljs,_uniq,input,,TaintedPath,no,,,
shelljs,_which,cmd,,TaintedPath,no,,,
shimly,shim,destination,,TaintedPath,,,,
shimport,load,url,,CodeInjection,no,,slightly surprising false positive,
shins,render,css,,TaintedPath,,,,
shittydb,get,key,,TaintedPath,,,,
shittydb,set,key,,TaintedPath,,,,
sibilant,sourceMappingUrl$,url,,CodeInjection,yes,,,param+func
sift,$where,params,,CodeInjection,,,,
signal-exit,run,opt,,CommandInjection,,,,
simctl,addphoto,path,,CommandInjection,yes,,,
simctl,boot,device,,CommandInjection,yes,,,param+func
simctl,create,name,,CommandInjection,yes,,,
simctl,del,device,,CommandInjection,yes,,,param+func
simctl,install,path,,CommandInjection,yes,,,
simctl,launch,appIdentifier,,CommandInjection,yes,,run Xcode's simctl utility on OS X,param+func
simctl,launch,argv,,CommandInjection,yes,,,
simctl,launch,device,,CommandInjection,,,,
simctl,openurl,url,,CommandInjection,yes,,,
simctl,rename,name,,CommandInjection,yes,,,
simctl,spawn,argv,,CommandInjection,yes,,,
simctl,uninstall,appIdentifier,,CommandInjection,,,,
simple-ajax-uploader,parseJSON,data,,CodeInjection,yes,,not exploitable due to sophisticated sanitisation,
simple-async,nextTick,fn,,CodeInjection,no,,,
simple-plist,readFile,aFile,,TaintedPath,,,,
simple-plist,writeFileSync,aFile,,TaintedPath,no,,,param+func
simpletpl,compile,str,,CodeInjection,no,,,
simplify-sdk,getContentFile,args,,TaintedPath,,,,
simplify-sdk,getInputConfig,args,,TaintedPath,,,,
sinon,callTimer,func,,CodeInjection,,,,
sinon,nextTick,callback,,CodeInjection,no,,,
siroc,publish,tag,,CommandInjection,yes,,publish npm package with `tag`,param+func
siroc,tryJSON,id,,TaintedPath,,,,
siroc,tryRequire,id,,TaintedPath,,,,
sitedown,sitedown,layout,,TaintedPath,,,,
sketch-driver,runFile,filePath,,TaintedPath,,,,
skulpt,setTimeout,func,,CodeInjection,,,,
slackin-extended,slackin,letsencrypt,,ReflectedXss,yes,,,param+func
slackquizbot,startQuiz,quizId,,TaintedPath,,,,
slm,compile,src,,CodeInjection,,,,
slm,exec,src,,CodeInjection,,,,
slm,render,src,,CodeInjection,no,,another HTML template engine,param+func+README
smart-spawn,smartSpawn,targetCwd,,TaintedPath,,,,
sn-cicd,setup,options,,TaintedPath,,,,
snapcast,appendStringToFile,pattern,,CommandInjection,,,,
snapcast,appendStringToFile,value,,CommandInjection,,,,
snapcast,replaceStringInFile,pattern,,CommandInjection,,,,
snapcast,replaceStringInFile,value,,CommandInjection,,,,
snapcast,stopService,serviceName,,CommandInjection,,,,
snowboard-monorepo,extractPaths,input,,TaintedPath,no,,,param+func
snowboard-monorepo,read,input,,TaintedPath,no,,,param+func
snowboard-packer,htmlPack,input,,TaintedPath,no,,,
snowboard-packer,httpPack,input,,TaintedPath,no,,,
snowboard-reader,extractPaths,input,,TaintedPath,no,,,
snowboard-reader,read,input,,TaintedPath,no,,,
snowman,render,source,Source to parse,CodeInjection,,,,
soap,_requestWSDL,url,,TaintedPath,,,,
soarjs,config,options,,TaintedPath,,,,
socketstream,requires,id,,TaintedPath,,,,
socketstream,resolves,id,,TaintedPath,,,,
sol-merger,merge,file,,TaintedPath,,,,
solid-auth-cli,getCredentials,fn,,TaintedPath,,,,
sound-play,play,path,,CommandInjection,,,,
sound-play,play,volume,,CommandInjection,,,,
spaghetti,streamVideoWithAudio,source,,TaintedPath,,,,
spamscanner,getTokensAndMailFromSource,string,,TaintedPath,no,,explained in RAEDME: `string` could be a file,README
sparky,analogWrite,pin,,CommandInjection,yes,,,param+func
sparky,analogWrite,value,,CommandInjection,,,,
sparky,digitalRead,pin,,CommandInjection,,,,
sparrow,addComponent,path,,TaintedPath,,,,
sparrow,setImmediate,e,,CodeInjection,no,,a built-in function with the same name `setImmediate` exists (it takes a callback or a piece of code to run on the next iteration of the event loop),func
speedline,speedline,timeline,,TaintedPath,,,,
spm,list,filter,,TaintedPath,,,,
spm,require,item,,TaintedPath,,,,
spm-client,create,target,,TaintedPath,,,,
spoof,setInterfaceMAC,device,,CommandInjection,yes,,,param+func
spotify-node-applescript,open,uri,,CommandInjection,,,,
sppull,createFolder,downloadRoot,,TaintedPath,no,,root=root dir,param+func
spritesmith,Spritesmith,engine,,TaintedPath,,,,
spud,convert,source,"Can be a file path, Buffer, or Stream
",TaintedPath,,,,
square,plugin,layer,"name of the plugin
",TaintedPath,yes,,only explained in func doc: Load a file from our plugin directory,param+func+param doc
srcgen,filename,str,,CodeInjection,yes,,,param+func
srcgen,run,saveInputDataPath,,TaintedPath,no,,,param
srcgen,run,workPath,,TaintedPath,no,,,param
srcgen,save,fileName,,TaintedPath,,,,
ssb-db,init,path,,TaintedPath,,,,
ssh2-sftp-client,downloadDir,dstDir,"local destination directory
",TaintedPath,,,,
ssh2-streams,fastPut,localPath,,TaintedPath,,,,
sstk,gifSeqToGif,input,,CommandInjection,,,,
sstk,gifSeqToGif,out,,CommandInjection,,,,
sstk,pngSeqToGif,out,,CommandInjection,yes,,,param+func
sstk,pngSeqToVideo,out,,CommandInjection,,,,
sstk,readLines,filename,,TaintedPath,no,,,param+func
sstk,removeFile,input,,CommandInjection,,,,
sstk,writeToFile,filename,,TaintedPath,,,,
sstk-ssc,gifSeqToGif,input,,CommandInjection,yes,,using cmd to convert gif sequence input to gif file,param+func
sstk-ssc,gifSeqToGif,out,,CommandInjection,yes,,using cmd to convert gif sequence input to gif file,param+func
sstk-ssc,pngSeqToGif,input,,CommandInjection,yes,,using cmd to convert png sequence input to gif file,param+func
sstk-ssc,pngSeqToGif,out,,CommandInjection,yes,,using cmd to convert png sequence input to gif file,param+func
sstk-ssc,pngSeqToVideo,input,,CommandInjection,yes,,using cmd to convert png sequence input to video,param+func
